id,q1,q2,q3,q4,q5,q6,q7,q8,BLOCK,choiceid,ALT,SELECT,choice,ASC,small.gain,small.loss,big.loss,big.gain,municipal,state,private,cooperative,mi1,mi4,mi8,mi10,bill,STR,white,female,age,univ_degr,income,wages,self.emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,oper,att_w_US,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,lat,long,zip_code,ResponseID,obs,obs1_24
2,1,2,1,2,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,0,1,0,0,1,0,0,0,1,205,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs13,13
2,1,2,1,2,1,1,1,2,1,5,2,1,FALSE,1,1,0,0,0,0,0,1,0,0,1,0,0,5,205,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs14,14
2,1,2,1,2,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs15,15
2,1,2,1,2,1,1,1,2,1,6,1,1,TRUE,1,0,1,0,0,1,0,0,0,1,0,0,0,5,206,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs16,16
2,1,2,1,2,1,1,1,2,1,6,2,1,FALSE,1,0,0,1,0,0,1,0,0,0,1,0,0,1,206,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs17,17
2,1,2,1,2,1,1,1,2,1,6,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs18,18
2,1,2,1,2,1,1,1,2,1,7,1,1,TRUE,1,0,0,0,1,0,0,1,0,1,0,0,0,10,207,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs19,19
2,1,2,1,2,1,1,1,2,1,7,2,1,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,5,207,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs20,20
2,1,2,1,2,1,1,1,2,1,7,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs21,21
2,1,2,1,2,1,1,1,2,1,8,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,1,0,0,5,208,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs22,22
2,1,2,1,2,1,1,1,2,1,8,2,2,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,208,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs23,23
2,1,2,1,2,1,1,1,2,1,8,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs24,24
3,1,2,2,2,1,1,1,2,1,1,1,1,TRUE,1,1,0,0,0,0,1,0,0,1,0,0,0,1,301,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs1,1
3,1,2,2,2,1,1,1,2,1,1,2,1,FALSE,1,0,1,0,0,0,0,1,0,0,0,1,0,5,301,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs2,2
3,1,2,2,2,1,1,1,2,1,1,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs3,3
3,1,2,2,2,1,1,1,2,1,2,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,0,1,0,1,302,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs4,4
3,1,2,2,2,1,1,1,2,1,2,2,2,TRUE,1,1,0,0,0,1,0,0,0,1,0,0,0,5,302,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs5,5
3,1,2,2,2,1,1,1,2,1,2,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs6,6
3,1,2,2,2,1,1,1,2,1,3,1,2,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,5,303,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs7,7
3,1,2,2,2,1,1,1,2,1,3,2,2,TRUE,1,0,1,0,0,0,1,0,0,1,0,0,0,10,303,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.0953064,-72.32450104,2171,R_0N8eYana0RLX9UF,obs8,8
3,1,2,2,2,1,1,1,2,1,3,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs9,9
3,1,2,2,2,1,1,1,2,1,4,1,2,FALSE,1,0,0,1,0,0,0,0,1,1,0,0,0,5,304,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs10,10
3,1,2,2,2,1,1,1,2,1,4,2,2,TRUE,1,1,0,0,0,0,0,1,0,0,1,0,0,10,304,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs11,11
3,1,2,2,2,1,1,1,2,1,4,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs12,12
3,1,2,2,2,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,0,1,0,0,1,0,0,0,1,305,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs13,13
3,1,2,2,2,1,1,1,2,1,5,2,1,FALSE,1,1,0,0,0,0,0,1,0,0,1,0,0,5,305,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs14,14
3,1,2,2,2,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,1,1,25,1,8,0,0,1,0,0,0,5,4,1.75,3.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,NA,5,4,4,5,3,3,4,5,5,2,5,2,2,2,1,42.09531,-72.3245,2171,R_0N8eYana0RLX9UF,obs15,15
