id,q1,q2,q3,q4,q5,q6,q7,q8,BLOCK,choiceid,ALT,SELECT,choice,ASC,big.loss,small.loss,small.gain,big.gain,state,municipal,private,cooperative,mi1,mi4,mi8,mi10,bill,STR,white,female,age,univ_degr,income,wages,self-emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,att_w_US,oper,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met
3,1,2,2,2,1,1,1,2,1,4,1,2,FALSE,1,1,0,0,0,0,0,0,1,1,0,0,0,5,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,4,2,2,TRUE,1,0,0,1,0,0,0,1,0,0,1,0,0,10,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,4,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,1,0,0,0,1,0,0,0,1,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,5,2,1,FALSE,1,0,0,1,0,0,0,1,0,0,1,0,0,5,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,6,1,1,TRUE,1,0,1,0,0,0,1,0,0,1,0,0,0,5,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,6,2,1,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,0,1,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,6,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,7,1,1,TRUE,1,0,0,0,1,0,0,1,0,1,0,0,0,10,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,7,2,1,FALSE,1,1,0,0,0,0,1,0,0,0,0,0,1,5,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,7,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,8,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,1,0,0,5,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,8,2,2,TRUE,1,0,0,1,0,0,1,0,0,0,0,1,0,1,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,2,1,1,1,2,1,8,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,1,1,1,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,1,2,1,FALSE,1,0,1,0,0,0,0,1,0,0,0,1,0,5,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,1,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,2,1,1,TRUE,1,0,1,0,0,0,0,0,1,0,0,1,0,1,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,2,2,1,FALSE,1,0,0,1,0,0,1,0,0,1,0,0,0,5,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,2,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,3,1,3,FALSE,1,1,0,0,0,0,1,0,0,0,1,0,0,5,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,3,2,3,FALSE,1,0,1,0,0,1,0,0,0,1,0,0,0,10,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,3,3,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,4,1,3,FALSE,1,1,0,0,0,0,0,0,1,1,0,0,0,5,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,4,2,3,FALSE,1,0,0,1,0,0,0,1,0,0,1,0,0,10,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,4,3,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,1,0,0,0,1,0,0,0,1,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,5,2,1,FALSE,1,0,0,1,0,0,0,1,0,0,1,0,0,5,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,6,1,1,TRUE,1,0,1,0,0,0,1,0,0,1,0,0,0,5,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,6,2,1,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,0,1,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,6,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,7,1,1,TRUE,1,0,0,0,1,0,0,1,0,1,0,0,0,10,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,7,2,1,FALSE,1,1,0,0,0,0,1,0,0,0,0,0,1,5,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,7,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,8,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,1,0,0,5,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,8,2,2,TRUE,1,0,0,1,0,0,1,0,0,0,0,1,0,1,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,3,3,1,1,1,2,1,8,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,1,1,1,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,1,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,1,2,1,FALSE,1,0,1,0,0,0,0,1,0,0,0,1,0,5,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,1,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,2,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,0,1,0,1,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,2,2,2,TRUE,1,0,0,1,0,0,1,0,0,1,0,0,0,5,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,2,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,3,1,3,FALSE,1,1,0,0,0,0,1,0,0,0,1,0,0,5,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,3,2,3,FALSE,1,0,1,0,0,1,0,0,0,1,0,0,0,10,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,3,3,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,4,1,2,FALSE,1,1,0,0,0,0,0,0,1,1,0,0,0,5,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,4,2,2,TRUE,1,0,0,1,0,0,0,1,0,0,1,0,0,10,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,4,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,1,0,0,0,1,0,0,0,1,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,5,2,1,FALSE,1,0,0,1,0,0,0,1,0,0,1,0,0,5,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,6,1,1,TRUE,1,0,1,0,0,0,1,0,0,1,0,0,0,5,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,6,2,1,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,0,1,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,6,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,7,1,1,TRUE,1,0,0,0,1,0,0,1,0,1,0,0,0,10,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,3,2,1,1,1,2,1,7,2,1,FALSE,1,1,0,0,0,0,1,0,0,0,0,0,1,5,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
